Task_ID	Task_Type	Task_Lenght	TaskInputType	TaskStartTime	NetworkDelay	Uploading Delay	ExecutionDelay	ServiceTime	Downloading Delay	EndTime	offloadingPlace	IoTenergy	EdgeEnergy	CloudEnergy	
24	2	805	20	112.550709896024	0.065625	0.0625	0.06708333333332632	0.13270833333332632	0.003125	112.68341822935733	Cloud	0.19862499999999159	0.0	13.668958333332611	
92	2	1540	14	364.277321314216	0.046875	0.04375	0.1283333333333303	0.1752083333333303	0.003125	364.45252964754934	Cloud	0.23837499999999637	0.0	18.04645833333302	
100	0	9182	97	397.645246913838	0.41562499999999997	0.303125	0.7651666666667212	1.180791666666721	0.1125	398.8260385805047	Cloud	1.6663250000000653	0.0	121.62154166667227	
115	0	11157	158	462.509466742465	0.603125	0.49375	0.92974999999999	1.53287499999999	0.109375	464.042341742465	Cloud	2.201324999999988	0.0	157.88612499999897	
129	2	822	93	477.959457588251	0.30625	0.290625	0.06849999999994905	0.37474999999994907	0.015625	478.33420758825093	Cloud	0.6334499999999389	0.0	38.599249999994754	
212	2	2573	24	834.480788148561	0.10625	0.075	0.2144166666667388	0.3206666666667388	0.03125	834.8014548152278	Cloud	0.4485500000000866	0.0	33.0286666666741	
216	0	2355	134	850.3561937463	0.665625	0.41875	0.19625000000005455	0.8618750000000546	0.246875	851.2180687463001	Cloud	1.4336250000000654	0.0	88.77312500000562	
219	0	6081	60	863.031508986374	1.3	0.1875	0.5067166666666025	1.8067166666666026	1.1125	864.8382256530406	Cloud	2.9480599999999235	0.0	186.09181666666007	
226	2	1152	81	903.835683733708	0.278125	0.253125	0.09593612759470033	0.37406112759470034	0.025	904.2097448613027	Cloud	0.6157483531136404	0.0	38.528296142254135	
242	2	919	13	960.634905098772	0.043750000000000004	0.040625	0.07658333333329209	0.1203333333332921	0.003125	960.7552384321053	Cloud	0.1706499999999505	0.0	12.394333333329087	
253	0	17256	359	997.812334344255	1.1781249999999999	1.121875	1.437933333333399	2.616058333333399	0.05625	1000.4283926775884	Cloud	3.846145000000079	0.0	269.4540083333401	
266	0	7719	339	1092.50298773801	1.0625	1.059375	0.64325000000008	1.70575000000008	0.003125	1094.20873773801	Cloud	2.684400000000096	0.0	175.69225000000824	
281	2	545	11	1123.78351558742	0.037500000000000006	0.034375	0.045416666666505984	0.08291666666650599	0.003125	1123.8664322540865	Cloud	0.12199999999980721	0.0	8.540416666650117	
343	1	1972	48	1432.90358974785	0.175	0.15	0.16433333333357042	0.3393333333335704	0.025	1433.2429230811836	Cloud	0.5122000000002845	0.0	34.95133333335775	
419	2	1303	39	1744.4464805851	0.125	0.121875	0.10858333333339942	0.23358333333339942	0.003125	1744.6800639184335	Cloud	0.35530000000007933	0.0	24.05908333334014	
436	0	23254	243	1820.84792507388	0.8718750000000001	0.759375	1.9378333333334465	2.8097083333334467	0.1125	1823.6576334072136	Cloud	3.894775000000136	0.0	289.399958333345	
446	0	15810	416	1832.34080683557	2.35	1.3	1.317500000000018	3.667500000000018	1.05	1836.00830683557	Cloud	5.811000000000022	0.0	377.7525000000019	
505	0	3872	143	2155.65128729509	0.7625	0.446875	0.32266666666673705	1.085166666666737	0.315625	2156.7364539617565	Cloud	1.7597000000000844	0.0	111.77216666667391	
508	2	774	14	2161.92024915168	0.0625	0.04375	0.0644999999999527	0.1269999999999527	0.01875	2162.04724915168	Cloud	0.18989999999994325	0.0	13.080999999995129	
523	1	910	6	2213.77858921035	0.0375	0.01875	0.075833333333685	0.113333333333685	0.01875	2213.891922543684	Cloud	0.158500000000422	0.0	11.673333333369555	
550	2	1427	38	2327.63297374412	0.121875	0.11875	0.11891666666706442	0.24079166666706442	0.003125	2327.873765410787	Cloud	0.3620750000004773	0.0	24.801541666707635	
564	2	569	1	2386.87016114531	0.015625	0.003125	0.04741666666677702	0.06304166666677702	0.0125	2386.9332028119766	Cloud	0.08502500000013243	0.0	6.493291666678033	
578	2	728	14	2445.33374317862	0.046875	0.04375	0.060666666666747915	0.10754166666674791	0.003125	2445.4412848452866	Cloud	0.1571750000000975	0.0	11.076791666675035	
593	2	1643	43	2514.48526070021	0.159375	0.134375	0.13691666666700258	0.2962916666670026	0.025	2514.781552366877	Cloud	0.4511750000004031	0.0	30.518041666701265	
597	2	2460	33	2523.30082527477	0.11249999999999999	0.103125	0.20500000000010915	0.31750000000010914	0.009375	2523.61832527477	Cloud	0.44850000000013096	0.0	32.70250000001124	
635	2	1066	116	2687.78223314597	0.36874999999999997	0.3625	0.08883333333333215	0.4575833333333321	0.00625	2688.2398164793035	Cloud	0.7703499999999985	0.0	47.13108333333321	
641	2	2465	10	2744.22643166543	0.034375	0.03125	0.2054166666668607	0.2397916666668607	0.003125	2744.466223332097	Cloud	0.3083750000002328	0.0	24.69854166668665	
643	0	13390	608	2747.35313190814	2.525	1.9	1.1157833333332747	3.6407833333332746	0.625	2750.993915241473	Cloud	5.88393999999993	0.0	375.0006833333273	
706	2	961	22	3039.45387906245	0.07187500000000001	0.06875	0.08008333333336849	0.1519583333333685	0.003125	3039.6058373957835	Cloud	0.22547500000004222	0.0	15.651708333336956	
762	2	3735	25	3302.63737205432	0.08125	0.078125	0.311250000000382	0.392500000000382	0.003125	3303.0298720543205	Cloud	0.5197500000004585	0.0	40.427500000039345	
798	2	1003	19	3481.20255334049	0.090625	0.059375	0.08358333333335395	0.17420833333335395	0.03125	3481.3767616738232	Cloud	0.2634250000000247	0.0	17.943458333335457	
