8	1	1497	4207	50.3281563140724	6.021630922040545	5.9758522727272725	0.5987999999999953	6.620430922040541	0.04577864931327278	56.94858723611294	9	11.557495659672977	710.6304347409095	0.0	
6	1	1900	12915	44.8455834961843	15.65055524084007	15.594833409708615	0.759999999999998	16.41055524084007	0.0557218311314546	61.256138737024365	17	29.082999433512125	1761.492588996532	0.0	
11	1	5179	3710	56.7161195154588	4.951849337665801	4.91601387017071	2.071599999999994	7.023449337665795	0.03583546749509096	63.739568853124595	13	11.399248807798436	753.8900284557088	0.0	
15	1	90	1523	76.6843557461108	0.0	0	1.7999999999999972	1.7999999999999972	0	78.4843557461108	1	4.1399999999999935	0.0	0.0	
33	1	5212	5574	132.818307390549	6.831499296784126	6.7715161020163075	2.0848000000000058	8.916299296784132	0.05998319476781823	141.73460668733313	17	14.798458734211433	957.0666502175119	0.0	
39	1	2683	2429	166.418098322698	3.325598947133776	2.9914680250932304	1.1763945672382272	4.501993514372003	0.3341309220405455	170.92009183707	17	7.39775158552667	483.23948183917645	0.0	
50	1	390	3547	192.216608119281	4.405144401679231	4.335218025093231	0.15600000000002634	4.5611444016792575	0.06992637658600005	196.77775252096026	17	8.116459923022648	489.5886789318498	0.0	
61	1	313	10846	235.541269326317	0.0	0	6.259999999999991	6.259999999999991	0	241.801269326317	1	14.397999999999978	0.0	0.0	
75	1	3548	5225	312.093130528686	6.412028142937972	6.352044948170153	1.4191999999999876	7.8312281429379595	0.05998319476781823	319.92435867162396	17	13.244690657288336	840.5961976348176	0.0	
79	1	3695	1201	319.946246194543	1.7645286493132728	1.7059659090909092	2.056139372610052	3.820668021923325	0.058562740222363685	323.7669142164663	9	5.643518815895954	410.10668480522776	0.0	
90	1	241	1965	354.6836292579	2.5988725485323774	2.433775717400923	0.09640000000000937	2.6952725485323867	0.1650968311314546	357.3789018064324	17	4.79365058735829	289.30786008691786	0.0	
99	1	3514	2345	383.424357210409	3.4023127402223636	3.330965909090909	1.405600000000014	4.807912740222378	0.0713468311314546	388.2322699506314	9	7.810882932400272	516.0765456227298	0.0	
105	1	4636	479	408.260095108803	1.3151041666666665	1.2473958333333333	0.4635999999999476	1.7787041666666141	0.06770833333333333	410.0387992754696	25	2.9235074999999373	0.0	183.20652916666126	
101	1	1116	6727	405.220542224039	8.311066604476434	8.157333409708615	0.44639999999997215	8.757466604476406	0.15373319476781822	413.9780088285154	17	15.495599888057548	940.0177078578929	0.0	
106	1	5996	1994	410.508957173932	3.125182058404182	3.115625	1.9986666666667179	5.1238487250709	0.00955705840418187	415.6328058990029	5	8.02372770512759	549.9887983003853	0.0	
109	1	2210	903	431.560300559698	1.6001820584041817	1.4109375	0.7366666666666837	2.3368487250708654	0.18924455840418186	433.8971492847689	5	3.7643277051275477	250.83500530038162	0.0	
122	1	10186	7977	469.734954540533	11.37674455840418	11.330965909090908	4.074400000000043	15.451144558404224	0.04577864931327278	485.18609909893723	9	25.367420205127576	1658.510405754551	0.0	
147	1	4032	2662	585.904325017112	3.9562900129496366	3.78125	1.6127999999999365	5.569090012949573	0.17504001294963642	591.4734150300616	9	9.05668202330927	597.7805528999942	0.0	
146	1	5428	5320	584.83503554827	6.489279017063846	6.466227640477846	2.9856531802331476	9.474932197296994	0.023051376586000052	594.309967745567	17	15.2634860469947	1017.029747125662	0.0	
151	1	2891	549	596.987587325454	1.4635416666666667	1.4296875	0.2890999999999242	1.752641666666591	0.033854166666666664	598.7402289921206	25	2.981294999999909	0.0	180.52209166665887	
157	1	5407	672	615.488225788452	1.7994791666666667	1.75	0.5406999999999773	2.340179166666644	0.049479166666666664	617.8284049551187	25	3.887902499999973	0.0	241.03845416666434	
