4	2	340	20	37.1491937943753	0.0703125	0.052083333333333336	0.03399999999999892	0.10431249999999892	0.018229166666666668	37.2535062943753	26	0.1673624999999987	0.0	10.744187499999889	
10	2	953	66	54.341014216432	0.1796875	0.171875	0.09530000000000172	0.2749875000000017	0.0078125	54.616001716432	26	0.43779750000000206	0.0	28.323712500000177	
23	2	167	19	110.18335953001	0.06510416666666666	0.049479166666666664	0.016700000000004905	0.08180416666667156	0.015625	110.26516369667667	26	0.1372275000000059	0.0	8.425829166667171	
24	2	805	20	112.550709896024	0.065625	0.0625	0.06708333333332632	0.13270833333332632	0.003125	112.68341822935733	22	0.19862499999999159	0.0	13.668958333332611	
26	2	852	49	117.793629322555	0.14583333333333331	0.12760416666666666	0.08520000000000988	0.2310333333333432	0.018229166666666668	118.02466265588835	26	0.36474000000001183	0.0	23.79643333333435	
32	2	212	171	127.494315400696	0.24606274022236369	0.24289772727272727	0.08480000000000837	0.33086274022237205	0.0031650129496364164	127.82517814091837	10	0.5446729324002647	35.51447567272919	0.0	
48	2	1291	72	183.818649312469	0.22395833333333334	0.1875	0.12910000000000346	0.3530583333333368	0.036458333333333336	184.17170764580234	26	0.5580450000000041	0.0	36.36500833333369	
57	2	403	107	221.781433897132	0.17049455840418187	0.1671875	0.13433333333333525	0.3048278917375171	0.003307058404181871	222.0862617888695	6	0.4680902051275297	32.71992107121335	0.0	
60	2	165	77	232.020147315484	0.1182218311314546	0.109375	0.06599999999999792	0.18422183113145252	0.008846831131454598	232.20436914661545	10	0.2919992960366158	19.77418713181898	0.0	
92	2	1540	14	364.277321314216	0.046875	0.04375	0.1283333333333303	0.1752083333333303	0.003125	364.45252964754934	22	0.23837499999999637	0.0	18.04645833333302	
108	2	1	54	415.107092064388	0.0	0	0.01999999999998181	0.01999999999998181	0	415.12709206438797	2	0.04599999999995816	0.0	0.0	
118	2	1598	232	464.189869428393	0.609375	0.6041666666666666	0.15980000000001837	0.7691750000000184	0.005208333333333333	464.95904442839304	26	1.2886350000000222	0.0	79.22502500000189	
119	2	476	36	466.490402924241	0.09635416666666667	0.09375	0.047600000000007484	0.14395416666667415	0.0026041666666666665	466.63435709090766	26	0.230557500000009	0.0	14.827279166667438	
125	2	98	81	473.621962207813	0.13143205840418187	0.1265625	0.03266666666667578	0.16409872507085765	0.0048695584041818715	473.78606093288386	6	0.2757777051275383	17.614193050380788	0.0	
