Task_ID	Task_Type	Task_Lenght	TaskInputType	TaskStartTime	NetworkDelay	Uploading Delay	ExecutionDelay	ServiceTime	Downloading Delay	EndTime	offloadingPlace	IoTenergy	EdgeEnergy	CloudEnergy	
5	0	5760	602	44.6873782365016	1.6223958333333333	1.5677083333333333	0.576000000000003	2.198395833333336	0.0546875	46.88577406983494	24	3.6115125000000035	0.0	226.43477083333363	
9	0	5631	357	51.9658806611867	1.203125	0.9296875	0.5630999999999986	1.7662249999999986	0.2734375	53.7321056611867	24	2.8413449999999982	0.0	181.92117499999986	
7	0	4026	2954	49.6897278418483	4.096735701302165	3.9316388701707097	1.6103999999999994	5.707135701302164	0.1650968311314546	55.39686354315047	12	9.306604262343896	612.5982390420729	0.0	
13	0	3584	523	69.6247754657384	1.5464279361506494	0.7662742868373765	1.4335999999999989	2.9800279361506483	0.7801536493132728	72.60480340188904	12	4.503890285071168	319.87321863847444	0.0	
12	0	7788	1436	69.1666109645802	2.7095570584041817	2.24375	2.5960000000000085	5.30555705840419	0.46580705840418185	74.47216802298439	4	7.992402705127537	569.4931890920474	0.0	
14	0	624	3234	70.1382984750351	4.27041975132958	3.9590161020163075	0.24960000000000448	4.520019751329585	0.31140364931327275	74.65831822636468	16	7.98627555239325	485.1744000879663	0.0	
16	0	437	203	80.3105173907613	1.7481295415393705	0.3159872558624613	0.1748000000000045	1.922929541539375	1.4321422856769093	82.23344693230068	16	3.3563931747708726	206.40533405929497	0.0	
17	0	7783	223	80.7420321992793	3.419270833333333	0.5807291666666666	0.7783000000000113	4.197570833333344	2.8385416666666665	84.93960303261264	24	7.088647500000013	0.0	432.3497958333345	
19	0	2058	866	83.2812027717564	1.5685059220405457	1.2301136363636365	0.8231999999999977	2.3917059220405434	0.33839228567690915	85.67290869379694	8	3.8111506596729794	256.72332196590986	0.0	
20	0	3740	1680	84.1835768745345	2.943563352817316	2.272784703504043	1.4960000000000004	4.439563352817316	0.6707786493132728	88.62314022735181	12	7.09361403507117	476.5382907280579	0.0	
18	0	1783	5540	82.6420167310345	7.380122548532377	6.7306507174009225	0.7131999999999934	8.09332254853237	0.6494718311314546	90.73533927956687	16	14.14006058735827	868.729149036916	0.0	
21	0	25167	3321	85.6964215479817	11.096354166666666	8.6484375	2.5167000000000055	13.613054166666672	2.4479166666666665	99.30947571464837	24	22.993477500000004	0.0	1402.1445791666672	
22	0	3357	2855	94.5146559200722	5.509493177903007	3.5034872558624612	1.3428000000000004	6.852293177903007	2.0060059220405457	101.36694909797521	16	11.528447720225413	735.5182974229309	0.0	
29	0	3800	310	122.577149836979	1.942369558404182	0.484375	1.2666666666666646	3.2090362250708466	1.457994558404182	125.78618606204985	4	5.016265205127525	344.4547393628796	0.0	
31	0	402	3753	126.183810645358	5.993649646434475	4.582814178939384	0.1607999999999965	6.154449646434472	1.4108354674950911	132.33826029179247	16	10.981529363582052	660.6124705986298	0.0	
34	0	624	52	133.627866363902	0.3724831947678182	0.07386363636363637	0.24959999999996407	0.6220831947677823	0.29861955840418186	134.24994955866978	8	0.9699897505820296	66.77378804317898	0.0	
35	0	714	1496	135.910015401982	2.338923201302164	2.0332013701707097	0.2855999999999752	2.6245232013021393	0.30572183113145457	138.53453860328415	12	4.552781762343866	281.71369590457033	0.0	
36	0	6469	1562	139.28969080797	2.6158070584041817	2.440625	2.1563333333333268	4.7721403917375085	0.17518205840418186	144.0618311997075	4	7.2960527051275195	512.2367775087124	0.0	
37	0	5853	770	150.084704909961	2.080729166666667	2.0052083333333335	0.5853000000000081	2.666029166666675	0.07552083333333333	152.75073407662768	24	4.44767250000001	0.0	274.6010041666675	
38	0	11126	3603	153.55434388687	5.992369558404182	5.6296875	3.708666666666641	9.701036225070823	0.3626820584041819	163.2553801119408	4	15.236665205127498	1041.299527362877	0.0	
43	0	6171	89	172.831895654034	1.4427083333333333	0.23177083333333334	0.6171000000000031	2.0598083333333363	1.2109375	174.89170398736735	24	3.3373950000000034	0.0	212.16025833333364	
44	0	89	965	174.383261891001	1.3117221988820278	1.2318526404778458	0.035599999999983645	1.3473221988820114	0.07986955840418188	175.73058408988302	16	2.4038199579876305	144.62021750579623	0.0	
45	0	3420	108	177.06525131215	0.2916666666666667	0.28125	0.34200000000000347	0.6336666666666702	0.010416666666666666	177.69891797881667	24	0.9354000000000042	0.0	65.26766666666703	
47	0	646	398	178.082132398891	0.7182999960848251	0.5503622558624613	0.2583999999999931	0.9766999960848182	0.16793774022236369	179.0588323949758	16	1.603019992952677	104.8380008797483	0.0	
46	0	5566	2515	177.07192371506	3.764528649313273	3.5724431818181817	2.226400000000031	5.990928649313304	0.19208546749509095	183.0628523643733	8	9.44783156876393	643.0602902886407	0.0	
49	0	3	1197	188.172989981455	0.0	0	0.060000000000002274	0.060000000000002274	0	188.232989981455	0	0.13800000000000523	0.0	0.0	
51	0	5307	256	200.619303740808	1.0286458333333333	0.6666666666666666	0.5306999999999771	1.5593458333333103	0.3619791666666667	202.1786495741413	24	2.4884024999999723	0.0	160.61262083333096	
52	0	771	3053	201.513196251058	3.8170762198610486	3.7414680250932304	0.308400000000022	4.125476219861071	0.07560819476781824	205.63867247091906	16	7.240817195749914	442.82449196366747	0.0	
53	0	2180	2735	206.31267745634	3.459012408672238	3.359256486631692	0.8720000000000132	4.331012408672251	0.09975592204054551	210.64368986501225	16	7.272622335610045	464.88654093447076	0.0	
