task_id	Iot_source	MI	Inputsize	outputsize	Queuing_local	local_processing	total_IoT_response_time	total_IoT_response_energy	edge_up_delay	edge_dw_delay	Queuing_edge	edge_processing	total_edge_time	total_edge_response_energy	edge_up_delay2	edge_dw_delay2	Queuing_edge2	edge_processing2	total_edge_time2	total_edge_response_energy2	edge_up_delay3	edge_dw_delay3	Queuing_edge3	edge_processing3	total_edge_time3	total_edge_response_energy3	edge_up_delay4	edge_dw_delay4	Queuing_edge4	edge_processing4	total_edge_time4	total_edge_response_energy4	cloud_up_delay	cloud_dw_delay	Queuing_cloud	cloud_processing	total_cloud_time	total_cloud_response_energy1	cloud_up_delay2	cloud_dw_delay2	Queuing_cloud2	cloud_processing2	total_cloud_time2	total_cloud_response_energy2
134	0	4475	207	425	0.0	89.5	89.5	205.85	0.3234375	0.6640625	0.0	1.4916666666666667	2.479166666666667	3.5675	0.2940340909090909	0.6036931818181818	0.0	1.79	2.6877272727272725	3.763909090909091	0.35481595350404316	0.5551299750708485	0.0	2.2375	3.1474459285748915	4.16625	0.32079494817015364	0.5125618660964896	0.0	2.557142857142857	3.3904996714095	4.43587912087912	0.646875	1.328125	0.0	0.3729166666666667	2.347916666666667	4.0025	0.5390625	1.1067708333333333	0.0	0.4475	2.0933333333333333	3.4995
135	0	920	1831	497	0.0	18.4	18.4	42.31999999999999	2.8609375	0.7765625	0.0	0.30666666666666664	3.944166666666667	6.915500000000001	2.600852272727273	0.7059659090909091	0.0	0.368	3.674818181818182	6.393872727272728	2.4693992868373766	0.6488799750708485	0.0	0.46	3.578279261908225	6.00825	2.2727180250932304	0.5991003276349511	0.0	0.5257142857142857	3.3975326384424673	5.667395604395604	5.721875	1.553125	0.0	0.07666666666666666	7.351666666666667	13.187000000000001	4.768229166666667	1.2942708333333333	0.0	0.092	6.1545	11.0229
136	3	266	432	393	0.0	5.32	5.32	12.235999999999999	0.675	0.6140625	0.0	0.08866666666666667	1.3777291666666667	2.4267125	0.6136363636363636	0.5582386363636364	0.0	0.1064	1.278275	2.237055	0.6477847035040432	0.5134633084041819	0.0	0.133	1.2942480119082251	2.09319375	0.5912276404778459	0.4741003276349511	0.5257142857142857	0.15200000000000002	1.7430422538270827	1.9672557692307695	1.35	1.228125	0.0	0.022166666666666668	2.6002916666666667	4.667225	1.125	1.0234375	0.0	0.0266	2.1750375	3.8991075
137	0	2911	3533	80	0.0	58.22	58.22	133.90599999999998	5.5203125	0.125	0.0	0.9703333333333334	6.615645833333334	11.325962500000001	5.018465909090909	0.11363636363636363	0.0	1.1644	6.296502272727272	10.635064090909092	4.68554512017071	0.10591122507084855	0.0	1.4555	6.246956345241559	10.214568750000002	4.3183911020163075	0.09789840455802803	0.0	1.6634285714285715	6.079718078002907	9.812700824175824	11.040625	0.25	0.0	0.24258333333333335	11.533208333333334	20.614225	9.200520833333334	0.20833333333333334	0.0	0.2911	9.699954166666668	17.2852575
138	0	7954	40	269	0.0	159.08	159.08	365.884	0.0625	0.4203125	0.0	2.6513333333333335	3.1341458333333336	4.0506625	0.056818181818181816	0.3821022727272727	0.0	3.1816	3.6205204545454546	4.607976818181818	0.13736803683737647	0.35200497507084855	0.0	3.977	4.4663730119082246	5.49661875	0.12007379432399978	0.32506186609648957	1.6634285714285715	4.545142857142857	6.6537070889919185	6.122681043956044	0.125	0.840625	0.0	0.6628333333333334	1.6284583333333333	2.533525	0.10416666666666667	0.7005208333333334	0.0	0.7954	1.6000874999999999	2.4029175
139	0	3014	1841	197	0.0	60.28	60.28	138.644	2.8765625	0.3078125	0.0	1.0046666666666666	4.189041666666666	6.937474999999999	2.6150568181818183	0.27982954545454547	0.0	1.2056	4.100486363636364	6.657515454545455	2.4824201201707097	0.25825497507084855	0.0	1.507	4.247675095241558	6.5849625	2.2847372558624612	0.238523404558028	0.0	1.7222857142857142	4.245546374706204	6.475877472527473	5.753125	0.615625	0.0	0.25116666666666665	6.619916666666666	11.765149999999998	4.794270833333333	0.5130208333333334	0.0	0.3014	5.608691666666666	9.914805
140	0	6000	3942	92	0.0	120.0	120.0	276.0	6.159375	0.14375	0.0	2.0	8.303125	13.745625	5.599431818181818	0.13068181818181818	0.0	2.4	8.130113636363637	13.194204545454546	5.218097203504043	0.12153622507084855	0.0	3.0	8.339633428574892	13.0546875	4.809977640477846	0.11232148148110495	1.7222857142857142	3.428571428571428	10.073156264816093	12.841689560439558	12.31875	0.2875	0.0	0.5	13.10625	23.29125	10.265625	0.23958333333333334	0.0	0.6	11.105208333333334	19.629375
141	0	1651	802	49	0.0	33.02	33.02	75.946	1.253125	0.0765625	0.0	0.5503333333333333	1.8800208333333335	3.0538375	1.1392045454545454	0.06960227272727272	2.4	0.6604000000000001	4.269206818181818	2.968332272727273	1.1295555368373764	0.0655466417375152	0.0	0.8255	2.0206021785748915	2.98513125	1.0359391789393844	0.06063878917341264	0.0	0.9434285714285714	2.0400065395413685	2.973220054945055	2.50625	0.153125	0.0	0.13758333333333334	2.7969583333333334	4.951975	2.0885416666666665	0.12760416666666666	0.0	0.1651	2.381245833333333	4.1871825
142	0	5966	597	580	0.0	119.32	119.32	274.436	0.9328125	0.90625	0.0	1.9886666666666666	3.827729166666667	5.6967125	0.8480113636363636	0.8238636363636364	0.0	2.3864	4.058275	5.873055	0.8626284535040432	0.7569528917375152	0.0	2.983	4.602581345241559	6.33819375	0.7895449481701535	0.6988599430195664	0.0	3.4091428571428573	9.14153813294796	14.276548351648351	1.865625	1.8125	0.0	0.49716666666666665	4.175291666666666	7.217225	1.5546875	1.5104166666666667	0.0	0.5966	3.661704166666667	6.2331075
143	0	1618	2929	426	0.0	32.36	32.36	74.428	4.5765625	0.665625	0.0	0.5393333333333333	5.781520833333333	10.0831375	4.160511363636363	0.6051136363636364	0.0	0.6472	5.412825	9.354765	3.8990867868373766	0.5564320584041819	0.0	0.809	5.264518845241558	8.83408125	3.592429563554769	0.5137637891734126	0.0	0.9245714285714286	5.03076478129961	8.367899175824176	9.153125	1.33125	0.0	0.13483333333333333	42.07233333333333	75.6493	7.627604166666667	1.109375	0.0	0.1618	8.898779166666667	15.920722500000002
144	0	1844	6622	277	0.0	36.88	36.88	84.824	10.346875	0.4328125	0.0	0.6146666666666667	11.394354166666668	20.141037500000003	9.40625	0.3934659090909091	0.0	0.7376	10.537315909090909	18.524608636363634	8.707680536837376	0.3624216417375152	0.0	0.922	9.992102178574893	17.275931250000003	8.031131486631692	0.33467725071187415	0.9245714285714286	1.0537142857142856	10.34409445162928	16.190178296703294	20.69375	0.865625	0.0	0.15366666666666667	21.71304166666667	38.991275	17.244791666666668	0.7213541666666666	0.0	0.1844	18.150545833333336	32.560342500000004
145	3	351	165	1307	0.0	7.02	7.02	16.145999999999997	0.2578125	2.0421875	0.0	0.117	2.417	4.280399999999999	0.234375	1.8565340909090908	0.0	0.1404	2.231309090909091	3.932116363636364	0.30012845350404316	1.7035674750708487	0.0	0.1755	2.1791959285748916	3.6606	0.27031417893938436	1.5726580199426434	1.9782857142857142	0.20057142857142862	4.021829341739171	3.4253010989010986	0.515625	4.084375	0.0	0.02925	4.62925	8.3151	0.4296875	3.4036458333333335	0.0	0.0351	3.8684333333333334	6.94212
146	1	5428	5320	15	0.0	108.56	108.56	249.688	8.3125	0.0234375	0.0	1.8093333333333332	10.145270833333333	17.1758875	7.556818181818182	0.02130681818181818	0.0	2.1712	9.749324999999999	16.246065	7.012368036837376	0.021275808404181872	0.0	2.714	9.747643845241559	15.76070625	6.466227640477846	0.019773404558028024	0.0	3.101714285714286	9.587715330750159	15.264124450549449	16.625	0.046875	0.0	0.4523333333333333	17.124208333333332	30.552175000000002	13.854166666666666	0.0390625	0.0	0.5428	14.436029166666666	25.6591725
147	1	4032	2662	122	0.0	80.64	80.64	185.47199999999998	4.159375	0.190625	0.0	1.344	5.694	9.442799999999998	3.78125	0.17329545454545456	0.0	1.6128	5.567345454545455	9.053541818181818	3.5514305368373766	0.16059872507084852	0.0	2.016	5.728029261908225	8.9442	3.2715161020163075	0.14837917378879725	3.101714285714286	2.304	8.825609561519391	8.787876923076922	8.31875	0.38125	0.0	0.336	9.036	16.0632	6.932291666666667	0.3177083333333333	0.0	0.4032	7.6532	13.533840000000001
148	0	4106	1519	454	0.0	82.12	82.12	188.876	2.3734375	0.709375	0.0	1.3686666666666667	4.451479166666667	7.191462500000001	2.2602979435084243	0.6466309220405455	1.6128	1.6424000000000003	6.16212886554897	7.015482272727273	2.063149286837376	0.5928903917375152	0.0	2.053	4.709039678574891	7.08781875	1.8977180250932304	0.5474176353272587	3.101714285714286	2.3462857142857145	7.89313566042049	7.084052472527473	4.746875	1.41875	0.0	0.3421666666666667	6.507791666666667	11.508725000000002	3.9557291666666665	1.1822916666666667	0.0	0.4106	5.548620833333333	9.7411575
149	2	143	114	1	0.0	2.86	2.86	6.577999999999999	0.3039882596685083	0.003307058404181871	1.3686666666666667	0.047666666666666746	1.7236286514060235	0.3806375000000001	0.2645593071447878	0.0031650129496364164	1.6128	0.05719999999999992	1.937724320094424	0.36267409090909086	0.23372220350404313	0.0030466417375152044	0.0	0.0715	0.30826884524155834	0.35533125	0.2090161020163075	0.002946481481104948	3.101714285714286	0.08171428571428585	3.395391154925984	0.34685521978022	0.35625	0.003125	0.0	0.011916666666666667	0.3712916666666667	0.661175	0.296875	0.0026041666666666665	0.0	0.0143	0.31377916666666666	0.5562225
150	0	2044	2778	2616	0.0	40.88	40.88	94.024	4.466488259668509	4.089244558404182	1.3686666666666667	0.6813333333333331	10.605732818072692	15.988225000000003	3.946022727272727	3.715909090909091	1.6128	0.8176000000000001	10.092331818181819	14.772597272727275	3.702472203504043	3.407994558404182	0.0	1.022	8.132466761908224	13.8685875	3.410939178939384	3.145975327634951	3.101714285714286	1.1679999999999997	10.82662879228862	13.071311538461538	8.68125	8.175	0.0	0.17033333333333334	17.026583333333335	30.545650000000006	7.234375	6.8125	0.0	0.2044	14.251275	25.529655
151	1	2891	549	13	0.0	57.82	57.82	132.986	0.8578125	0.0203125	0.0	0.9636666666666667	1.8417916666666665	2.737025	0.7798295454545454	0.018465909090909092	0.0	1.1564	1.9546954545454547	2.8246118181818183	0.8001284535040432	0.018671641737515204	0.0	1.4455	2.264300095241558	3.0517875	0.7318526404778459	0.017369558404181872	0.0	1.652	2.401222198882028	3.198265384615384	1.715625	0.040625	0.0	0.24091666666666667	1.9971666666666665	3.45035	1.4296875	0.033854166666666664	0.0	0.2891	1.7526416666666669	2.9812950000000003
152	0	1107	41	286	0.0	22.14	22.14	50.922	0.0640625	0.446875	0.0	0.369	0.8799375	1.3624875	0.05823863636363636	0.40625	0.0	0.4428	0.9072886363636363	1.3674395454545456	0.1386701201707098	0.3741403917375152	0.0	0.5535	1.066310511908225	1.43060625	0.12127571740092286	0.34549455840418186	0.0	0.6325714285714286	1.0993417043765332	1.4665376373626373	0.128125	0.89375	0.0	0.09225	1.114125	1.9500750000000002	0.10677083333333333	0.7447916666666666	0.0	0.1107	0.9622625	1.6656525000000002
153	0	5462	904	305	0.0	109.24	109.24	251.25199999999998	1.4125	0.4765625	0.369	1.8206666666666667	4.078729166666667	5.5851125	1.2840909090909092	0.43323863636363635	0.0	2.1848	3.9021295454545455	5.7129531818181825	1.2623680368373764	0.39887997507084855	0.0	2.731	4.392248011908225	6.110793749999999	1.158535332785538	0.3683310968657203	0.0	3.121142857142857	4.648009286794116	6.360996428571428	2.825	0.953125	0.0	0.45516666666666666	4.233291666666667	7.346825	2.3541666666666665	0.7942708333333334	0.0	0.5462	3.6946375	6.322627499999999
154	0	2119	650	447	0.0	42.38	42.38	97.474	1.015625	0.6984375	0.0	0.7063333333333334	2.4203958333333335	3.9329125	0.9232954545454546	0.6349431818181818	2.1848	0.8475999999999999	4.590638636363636	3.821949545454545	0.9316388701707098	0.5837758084041819	0.0	1.0595	2.574914678574892	3.84249375	0.8532468712470767	0.5390041737887973	0.0	1.2108571428571429	2.603108187893017	3.826345879120879	2.03125	1.396875	0.0	0.17658333333333334	3.6047083333333334	6.382525	1.6927083333333333	1.1640625	0.0	0.2119	3.068670833333333	5.396467499999999
155	0	3718	379	539	0.0	74.36	74.36	171.028	0.5921875	0.8421875	0.0	1.2393333333333334	2.6737083333333334	4.069075	0.5383522727272727	0.765625	0.0	1.4872	2.791177272727273	4.131799090909091	0.5787742868373764	0.7035674750708485	0.0	1.859	3.141341761908225	4.3823625	0.5275257174009228	0.6495810968657203	0.0	2.1245714285714286	3.3016782428380718	4.535543406593407	1.184375	1.684375	0.0	0.30983333333333335	3.178583333333333	5.535550000000001	0.9869791666666666	1.4036458333333333	0.0	0.3718	2.762425	4.749285
156	0	706	41	125	0.0	14.12	14.12	32.476	0.0640625	0.1953125	0.0	0.23533333333333334	0.49470833333333336	0.749275	0.05823863636363636	0.17755681818181818	0.0	0.2824	0.5181954545454546	0.7633118181818181	0.1386701201707098	0.16450497507084852	0.0	0.353	0.6561750952415584	0.8126625	0.12127571740092286	0.15198494301956647	0.0	0.4034285714285714	0.6766892318490607	0.843248901098901	0.128125	0.390625	0.0	0.058833333333333335	2.1338333333333335	3.8056	0.10677083333333333	0.3255208333333333	0.0	0.0706	0.5028916666666666	0.862845
157	1	5407	672	19	0.0	108.14	108.14	248.72199999999998	1.1758632596685084	0.03143205840418187	0.23533333333333334	1.8023333333333331	3.2449619847393567	4.106237500000001	0.9545454545454546	0.026988636363636364	0.0	2.1628	3.1443340909090907	4.362121363636364	0.9602847035040432	0.026484141737515204	0.0	2.7035	3.690268845241558	4.86373125	0.8796891789393844	0.024581096865720332	0.0	3.089714285714286	3.9939845615193907	5.202609065934066	2.1	0.059375	0.0	0.45058333333333334	2.6099583333333336	4.427575000000001	1.75	0.049479166666666664	0.0	0.5407	2.3401791666666667	3.8879025
158	1	1221	805	4	0.0	24.42	24.42	56.166	1.2578125	0.00625	0.0	0.407	1.6710625000000001	2.7637125	1.1434659090909092	0.005681818181818182	0.0	0.4884	1.6375477272727272	2.654545909090909	1.1334617868373764	0.006952891737515204	0.0	0.6105	1.7509146785748915	2.6286937499999996	1.0395449481701535	0.0065522507118741784	0.0	0.6977142857142857	1.7438114845963135	2.5874975274725274	2.515625	0.0125	0.0	0.10175	2.629875	4.672725	2.0963541666666665	0.010416666666666666	0.0	0.1221	2.228870833333333	3.9387074999999996
159	0	353	3227	800	0.0	7.06	7.06	16.238	5.0421875	1.25	0.0	0.11766666666666667	6.409854166666666	11.4671375	4.583806818181818	1.1363636363636365	0.0	0.1412	5.861370454545455	10.465746818181819	4.28710762017071	1.0434112250708487	0.0	0.1765	5.507018845241559	9.650081250000001	3.950602640477846	0.9632830199426434	0.0	0.2017142857142857	5.115599946134775	8.954316758241758	10.084375	2.5	0.0	0.029416666666666667	12.613791666666666	22.687175	8.403645833333334	2.0833333333333335	0.0	0.0353	10.522279166666667	18.9189225
160	0	6162	1256	50	0.0	123.24	123.24	283.45199999999994	1.9625	0.078125	0.0	2.054	4.094625	6.137924999999999	1.7840909090909092	0.07102272727272728	0.0	2.4648	4.319913636363636	6.2969645454545455	1.72070137017071	0.06684872507084855	0.0	3.081	4.868550095241559	6.7581375	1.5816122558624612	0.061840712250335717	0.0	3.5211428571428574	5.164595825255654	7.0508521978021985	3.925	0.15625	0.0	0.5135	4.5947499999999994	7.96245	3.2708333333333335	0.13020833333333334	0.0	0.6162	4.017241666666667	6.861315000000001
161	2	127	21	5	0.0	2.54	2.54	5.842	0.0328125	0.0078125	0.0	0.042333333333333334	0.08295833333333333	0.12392500000000001	0.029829545454545456	0.007102272727272727	0.0	0.0508	0.08773181818181819	0.12743727272727273	0.11262845350404313	0.008254975070848538	0.0	0.0635	0.18438342857489168	0.1371375	0.09723725586246132	0.007754173788797256	0.0	0.07257142857142856	0.17756285822268714	0.1433357142857143	0.065625	0.015625	0.0	0.010583333333333333	0.09183333333333334	0.15895	0.0546875	0.013020833333333334	0.0	0.0127	0.08040833333333333	0.137115
162	0	1579	2569	640	0.0	31.58	31.58	72.63399999999999	4.0140625	1.0	0.0	0.5263333333333333	5.540395833333333	9.6569125	3.649147727272727	0.9090909090909091	0.0	0.6316	5.1898386363636355	8.962749545454544	3.4303367868373766	0.8350778917375152	0.0	0.7895	5.054914678574892	8.46849375	3.1597372558624612	0.7709753276349511	0.0	0.9022857142857142	4.832998297783127	8.025290934065934	8.028125	2.0	0.0	0.13158333333333333	10.159708333333333	18.208525	6.690104166666667	1.6666666666666667	0.0	0.1579	8.514670833333334	15.2316675
163	0	8908	757	925	0.0	178.16	178.16	409.768	1.1828125	1.4453125	0.0	2.969333333333333	5.597458333333333	8.293825	1.1779115798720605	1.3156650129496366	0.0	3.5632	6.056776592821697	8.57640818181818	1.0709617868373764	1.2061716417375152	0.0	4.454	6.731133428574891	9.286987499999999	0.9818526404778459	1.1135234045580282	0.0	5.090285714285714	7.185661759321588	9.747285164835164	2.365625	2.890625	0.0	0.7423333333333333	5.9985833333333325	10.35205	1.9713541666666667	2.4088541666666665	0.0	0.8908	5.271008333333333	8.953335
164	0	2625	1170	346	0.0	52.5	52.5	120.74999999999999	1.828125	0.540625	0.0	0.875	3.24375	5.31375	1.6619318181818181	0.4914772727272727	0.0	1.05	3.2034090909090907	5.136136363636363	1.6087222035040432	0.4522653917375152	0.0	1.3125	3.373487595241558	5.128125	1.4782468712470767	0.4176099430195665	0.0	1.5	3.395856814266643	5.079807692307693	3.65625	1.08125	0.0	0.21875	4.95625	8.79	3.046875	0.9010416666666666	0.0	0.2625	4.210416666666666	7.421250000000001
165	0	1921	1385	208	0.0	38.42	38.42	88.366	2.1640625	0.325	0.0	0.6403333333333333	3.1293958333333336	5.2487125	2.069957034417515	0.29719910385872733	1.05	0.7684	4.185556138276242	4.995091363636364	1.88867012017071	0.2725778917375152	0.0	0.9605	3.1217480119082253	4.88619375	1.736660332785538	0.25174455840418186	0.0	1.0977142857142856	3.0861191769040057	4.763651373626374	4.328125	0.65	0.0	0.16008333333333333	5.138208333333334	9.152725	3.6067708333333335	0.5416666666666666	0.0	0.1921	4.3405375	7.697707500000001
166	0	1174	811	626	0.0	23.48	23.48	54.004	1.2671875	0.978125	0.0	0.3913333333333333	2.636645833333333	4.511162499999999	1.1519886363636365	0.8892045454545454	1.05	0.4696	3.5607931818181817	4.2376677272727274	1.1412742868373764	0.8168487250708485	0.0	0.587	2.545123011908225	4.07236875	1.046756486631692	0.754148404558028	1.0977142857142856	0.6708571428571428	3.569476319761149	3.9139228021978023	2.534375	1.95625	0.0	0.09783333333333333	4.588458333333333	8.200524999999999	2.1119791666666665	1.6302083333333333	0.0	0.1174	3.8595875	6.8768175000000005
167	2	133	177	3	0.0	2.66	2.66	6.117999999999999	0.2765625	0.0046875	0.0	0.044333333333333336	0.32558333333333334	0.55945	0.25142045454545453	0.004261363636363636	0.0	0.0532	0.30888181818181815	0.5240672727272727	0.31575345350404316	0.0056508084041818705	0.587	0.0665	0.974904261908225	0.501675	0.2847372558624613	0.005350327634951102	1.0977142857142856	0.07600000000000007	1.463801869211698	0.48062307692307693	0.553125	0.009375	0.0	0.011083333333333334	0.5735833333333333	1.0258	0.4609375	0.0078125	0.0	0.0133	1.8883	3.39096
168	0	742	576	377	0.0	14.84	14.84	34.132	0.9	0.5890625	0.0	0.24733333333333332	1.7363958333333336	2.9771125000000005	0.8181818181818182	0.5355113636363636	0.0	0.2968	1.6504931818181818	2.7928077272727276	0.8352847035040432	0.49262997507084855	0.0	0.371	1.6989146785748916	2.67879375	0.764304563554769	0.45486955840418186	0.0	0.424	1.6431741219589509	2.570578846153846	1.8	1.178125	0.0	0.06183333333333333	3.0399583333333338	5.434825000000001	1.5	0.9817708333333334	0.0	0.0742	2.5559708333333333	4.5562275
169	3	971	5	2970	0.0	19.42	19.42	44.666000000000004	0.0078125	4.640625	0.0	0.32366666666666666	4.972104166666667	8.7555875	0.007102272727272727	4.21875	0.0	0.3884	4.614252272727272	8.072614090909092	0.0917951201707098	3.868932058404182	0.0	0.4855	4.446227178574891	7.55525625	0.07800648663169209	3.5714560968657203	0.424	0.5548571428571429	4.6283197263545555	7.102126648351648	0.015625	9.28125	0.0	0.08091666666666666	9.377791666666667	16.831475	0.013020833333333334	7.734375	0.0	0.0971	7.844495833333333	14.0618325
170	0	1195	258	436	0.0	23.9	23.9	54.96999999999999	0.403125	0.68125	0.0	0.3983333333333333	1.4827083333333335	2.429875	0.46910476169024234	0.6210627402223636	0.0	0.478	1.568167501912606	2.348031818181818	0.42122220350404316	0.5694528917375152	0.0	0.5975	1.5881750952415583	2.3435625	0.38209302509323056	0.5257830199426434	0.0	0.6828571428571428	1.5907331878930169	2.3208708791208794	0.80625	1.3625	0.0	0.09958333333333333	2.2683333333333335	4.023250000000001	0.671875	1.1354166666666667	0.0	0.1195	1.9267916666666667	3.3965250000000005
171	3	108	123	756	0.0	2.16	2.16	4.968	0.1921875	1.18125	0.0	0.036	1.4094375	2.5153875	0.1747159090909091	1.0738636363636365	0.0	0.0432	1.2917795454545455	2.2992831818181823	0.24544095350404313	0.9861195584041819	0.0	0.054	1.2855605119082252	2.12495625	0.21983340970861515	0.910398404558028	0.0	0.061714285714285715	1.1919460999809288	1.9757398351648352	0.384375	2.3625	0.0	0.009	2.7558749999999996	4.955175	0.3203125	1.96875	0.0	0.0108	2.2998625	4.1332724999999995
172	3	235	489	505	0.0	4.7	4.7	10.809999999999999	0.7640625	0.7890625	0.0	0.07833333333333334	1.6314583333333335	2.889625	0.6946022727272727	0.7173295454545454	0.0	0.094	1.5059318181818182	2.6542772727272728	0.7220034535040432	0.6592966417375152	0.0	0.1175	1.4988000952415583	2.4706875000000004	0.6597372558624612	0.6087157122503357	0.061714285714285715	0.13428571428571429	1.464452968112797	2.3116236263736263	1.528125	1.578125	0.0	0.019583333333333335	3.1258333333333335	5.614750000000001	1.2734375	1.3151041666666667	0.0	0.0235	2.612041666666667	4.687575000000001
173	0	6885	205	299	0.0	137.7	137.7	316.7099999999999	0.3203125	0.4671875	0.0	2.295	3.0825	4.1715	0.2911931818181818	0.4247159090909091	0.0	2.754	3.469909090909091	4.593436363636363	0.3522117868373764	0.39106747507084855	0.0	3.4425	4.185779261908225	5.31225	0.3183911020163075	0.36111955840418186	0.0	3.934285714285714	4.613796374706204	5.811527472527472	0.640625	0.934375	0.0	0.57375	2.1487499999999997	3.5235	0.5338541666666666	0.7786458333333334	0.0	0.6885	2.001	3.1887000000000003
174	0	342	169	144	0.0	6.84	6.84	15.732	0.2640625	0.225	0.0	0.114	0.6030625	1.0171124999999999	0.24005681818181818	0.20454545454545456	0.0	0.1368	0.5814022727272727	0.9644440909090909	0.3053367868373765	0.18924455840418186	0.0	0.171	0.6655813452415583	0.9387937500000001	0.2751218712470767	0.17482148148110493	0.0	0.19542857142857142	0.645371924156753	0.9116777472527472	0.528125	0.45	0.0	0.0285	1.0066249999999999	1.794825	0.4401041666666667	0.375	0.0	0.0342	0.8493041666666667	1.5082275
175	0	2376	6717	716	0.0	47.52	47.52	109.29599999999999	10.4953125	1.11875	0.0	0.792	12.4060625	21.8557125	9.541193181818182	1.0170454545454546	0.0	0.9504	11.508638636363637	20.14530954545455	8.831378453504042	0.9340362250708485	0.0	1.188	10.953414678574891	18.84669375	8.145314178939385	0.862321481481105	0.0	1.3577142857142857	10.365349946134776	17.710266758241758	20.990625	2.2375	0.0	0.198	23.426125000000003	42.048225	17.4921875	1.8645833333333333	0.0	0.2376	19.594370833333333	35.1273075
176	0	14949	526	765	0.0	298.98	298.98	687.654	0.821875	1.1953125	0.0	4.983	7.000187499999999	9.6105375	0.7471590909090909	1.0866477272727273	0.0	5.9796	7.813406818181818	10.476372272727273	0.7701805368373765	0.9978383084041819	0.0	7.4745	9.242518845241559	11.995181250000002	0.7042084097086151	0.9212157122503357	1.3577142857142857	8.542285714285715	11.52542412195895	13.043771703296702	1.64375	2.390625	0.0	1.24575	5.280125	8.756775	1.3697916666666667	1.9921875	0.0	1.4949	4.856879166666667	7.845442500000001
177	0	2171	2957	291	0.0	43.42	43.42	99.866	4.6203125	0.4546875	0.0	0.7236666666666667	5.798666666666667	10.0034	4.200284090909091	0.4133522727272727	0.0	0.8684	5.482036363636364	9.346625454545455	3.9355451201707097	0.38065080840418186	0.0	1.0855	5.401695928574892	8.915099999999999	3.626083409708615	0.3515041737887972	1.3577142857142857	1.2405714285714287	6.575873297783127	8.515608791208791	9.240625	0.909375	0.0	0.18091666666666667	10.330916666666667	18.487099999999998	7.700520833333333	0.7687557793279859	1.4949	0.21710000000000007	10.181276612661318	15.485519999999998
178	0	6553	1433	1048	0.0	131.06	131.06	301.438	2.2390625	1.6375	0.0	2.1843333333333335	6.060895833333333	9.5990125	2.0355113636363638	1.4886363636363635	0.0	2.6212	6.1453477272727275	9.48890590909091	1.95117012017071	1.3663278917375152	1.0855	3.2765000000000004	7.679498011908225	9.74664375	1.7943526404778458	1.2613599430195666	1.3577142857142857	3.7445714285714287	8.157998297783127	9.86103379120879	4.478125	3.275	0.0	0.5460833333333334	8.299208333333334	14.610925000000002	3.7317708333333335	2.7401099459946523	1.4949	0.6553	8.622080779327986	12.416047500000001
179	0	974	2068	114	0.0	19.48	19.48	44.803999999999995	3.23125	0.178125	0.0	0.32466666666666666	3.734041666666667	6.5264750000000005	2.9375	0.16193181818181818	2.6212	0.38960000000000017	6.110231818181818	6.046497272727273	2.7779930368373766	0.15018205840418186	1.0855	0.4869999999999999	4.500675095241558	5.6984625	2.5575737943239996	0.13876378917341264	0.0	0.5565714285714286	3.252909012068841	5.388558791208791	6.4625	0.35625	0.0	0.08116666666666666	6.899916666666667	12.371150000000002	5.385416666666667	0.296875	0.0	0.0974	5.779691666666667	10.345005
180	3	26	376	1143	0.0	0.52	0.52	1.196	0.5875	1.7859375	0.0	0.008666666666666666	2.3821041666666667	4.2825875	0.6367183980538786	1.6253241038587274	0.0	0.0104	2.272442501912606	3.896286818181818	0.5748680368373764	1.490025808404182	0.0	0.013	2.077893845241558	3.57575625	0.5239199481701536	1.3755426353272588	0.5565714285714286	0.014857142857142902	2.470891154925984	3.304126648351648	1.175	3.571875	0.0	0.0021666666666666666	4.749041666666667	8.546975	0.9791666666666666	2.9765625	0.0	0.0026	3.9583291666666667	7.1234325
181	0	299	36	171	0.0	5.98	5.98	13.754	0.05625	0.2671875	0.0	0.09966666666666667	0.4231041666666667	0.7017875000000001	0.05113636363636364	0.24289772727272727	0.0	0.1196	0.41363409090909087	0.6727813636363635	0.13215970350404313	0.22440080840418186	0.0	0.1495	0.506060511908225	0.66455625	0.11526610201630746	0.207273404558028	0.5565714285714286	0.17085714285714282	1.049968078002907	0.6528651098901098	0.1125	0.534375	0.0	0.024916666666666667	0.6717916666666668	1.1942750000000002	0.09375	0.4453125	0.0	0.0299	0.5689625	1.0061925
182	2	236	102	5	0.0	4.72	4.72	10.855999999999998	0.159375	0.0078125	0.0	0.07866666666666666	0.7474166666666666	1.29815	0.14488636363636365	0.007102272727272727	0.1196	0.0944	0.3659886363636364	0.3868595454545455	0.21809720350404313	0.008254975070848538	0.0	0.118	0.34435217857489164	0.39238125	0.19459302509323054	0.007754173788797256	0.5565714285714286	0.1348571428571429	0.8937757703105993	0.39331895604395606	0.31875	0.015625	0.0	0.019666666666666666	0.35404166666666664	0.6254749999999999	0.265625	0.013020833333333334	0.0	0.0236	0.3022458333333333	0.5298825
