#auto generated file!
12;5;0;0;0;0;7788;1436;297;69.1666109645802;74.47216802298439;2.7095570584041817;2.7095570584041817;2.7095570584041817;0.0;0.0;0.0
13;9;4;4;0;0;3584;523;548;69.6247754657384;72.60480340188904;1.5464279361506494;1.5464279361506494;1.5464279361506494;0.0;0.0;0.0
14;9;4;4;0;0;624;3234;218;70.1382984750351;74.65831822636468;4.27041975132958;4.27041975132958;4.27041975132958;0.0;0.0;0.0
15;22;33;33;2;1;90;1523;1;76.6843557461108;78.4843557461108;0.0;0.0;0.0;0.0;0.0;0.0
16;9;4;4;0;0;437;203;1007;80.3105173907613;82.23344693230068;1.7481295415393705;1.7481295415393705;1.7481295415393705;0.0;0.0;0.0
17;21;20;20;1;0;7783;223;1090;80.7420321992793;84.93960303261264;3.419270833333333;0.0;0.0;0.0;3.419270833333333;3.419270833333333
18;9;4;4;0;0;1783;5540;456;82.6420167310345;90.73533927956687;7.380122548532377;7.380122548532377;7.380122548532377;0.0;0.0;0.0
19;9;4;4;0;0;2058;866;237;83.2812027717564;85.67290869379694;1.5685059220405457;1.5685059220405457;1.5685059220405457;0.0;0.0;0.0
20;9;4;4;0;0;3740;1680;471;84.1835768745345;88.62314022735181;2.943563352817316;2.943563352817316;2.943563352817316;0.0;0.0;0.0
21;21;20;20;1;0;25167;3321;940;85.6964215479817;99.30947571464837;11.096354166666666;0.0;0.0;0.0;11.096354166666666;11.096354166666666
22;9;4;4;0;0;3357;2855;1411;94.5146559200722;101.36694909797521;5.509493177903007;5.509493177903007;5.509493177903007;0.0;0.0;0.0
23;21;20;20;1;2;167;19;6;110.18335953001;110.26516369667667;0.06510416666666666;0.0;0.0;0.0;0.06510416666666666;0.06510416666666666
24;21;16;16;1;2;805;20;1;112.550709896024;112.68341822935733;0.065625;0.0;0.0;0.0;0.065625;0.065625
25;9;4;4;0;3;273;23;1121;117.754765884211;119.55768109008604;1.6937152058750349;1.6937152058750349;1.6937152058750349;0.0;0.0;0.0
26;21;20;20;1;2;852;49;7;117.793629322555;118.02466265588835;0.14583333333333331;0.0;0.0;0.0;0.14583333333333331;0.14583333333333331
27;9;4;4;0;3;170;114;624;118.459541673548;119.62466597033213;1.0971242967841257;1.0971242967841257;1.0971242967841257;0.0;0.0;0.0
28;9;4;4;0;3;341;7;327;118.83329875738;119.51634228493336;0.5466435275533564;0.5466435275533564;0.5466435275533564;0.0;0.0;0.0
29;5;0;0;0;0;3800;310;932;122.577149836979;125.78618606204985;1.942369558404182;1.942369558404182;1.942369558404182;0.0;0.0;0.0
30;22;35;35;2;3;17;228;455;122.879603654906;123.21960365490601;0.0;0.0;0.0;0.0;0.0;0.0
31;9;4;4;0;0;402;3753;992;126.183810645358;132.33826029179247;5.993649646434475;5.993649646434475;5.993649646434475;0.0;0.0;0.0
32;9;4;4;0;2;212;171;1;127.494315400696;127.82517814091837;0.24606274022236369;0.24606274022236369;0.24606274022236369;0.0;0.0;0.0
33;9;4;4;0;1;5212;5574;41;132.818307390549;141.73460668733313;6.831499296784126;6.831499296784126;6.831499296784126;0.0;0.0;0.0
34;9;4;4;0;0;624;52;209;133.627866363902;134.24994955866978;0.3724831947678182;0.3724831947678182;0.3724831947678182;0.0;0.0;0.0
35;9;4;4;0;0;714;1496;214;135.910015401982;138.53453860328415;2.338923201302164;2.338923201302164;2.338923201302164;0.0;0.0;0.0
36;5;0;0;0;0;6469;1562;111;139.28969080797;144.0618311997075;2.6158070584041817;2.6158070584041817;2.6158070584041817;0.0;0.0;0.0
37;21;20;20;1;0;5853;770;29;150.084704909961;152.75073407662768;2.080729166666667;0.0;0.0;0.0;2.080729166666667;2.080729166666667
38;5;0;0;0;0;11126;3603;231;153.55434388687;163.2553801119408;5.992369558404182;5.992369558404182;5.992369558404182;0.0;0.0;0.0
39;9;4;4;0;1;2683;2429;234;166.418098322698;170.92009183707;3.325598947133776;3.325598947133776;3.325598947133776;0.0;0.0;0.0
40;22;35;35;2;3;10;378;45;168.227410965682;168.427410965682;0.0;0.0;0.0;0.0;0.0;0.0
41;5;0;0;0;3;299;70;6;168.595885955577;168.81604718064784;0.12049455840418187;0.12049455840418187;0.12049455840418187;0.0;0.0;0.0
42;9;4;4;0;3;258;1;512;170.241740460484;171.1785782007064;0.7304377402223637;0.7304377402223637;0.7304377402223637;0.0;0.0;0.0
43;21;20;20;1;0;6171;89;465;172.831895654034;174.89170398736735;1.4427083333333333;0.0;0.0;0.0;1.4427083333333333;1.4427083333333333
44;9;4;4;0;0;89;965;55;174.383261891001;175.73058408988302;1.3117221988820278;1.3117221988820278;1.3117221988820278;0.0;0.0;0.0
45;21;20;20;1;0;3420;108;4;177.06525131215;177.69891797881667;0.2916666666666667;0.0;0.0;0.0;0.2916666666666667;0.2916666666666667
46;9;4;4;0;0;5566;2515;134;177.07192371506;183.0628523643733;3.764528649313273;3.764528649313273;3.764528649313273;0.0;0.0;0.0
47;9;4;4;0;0;646;398;117;178.082132398891;179.0588323949758;0.7182999960848251;0.7182999960848251;0.7182999960848251;0.0;0.0;0.0
48;21;20;20;1;2;1291;72;14;183.818649312469;184.17170764580234;0.22395833333333334;0.0;0.0;0.0;0.22395833333333334;0.22395833333333334
49;22;32;32;2;0;3;1197;99;188.172989981455;188.232989981455;0.0;0.0;0.0;0.0;0.0;0.0
50;9;4;4;0;1;390;3547;48;192.216608119281;196.77775252096026;4.405144401679231;4.405144401679231;4.405144401679231;0.0;0.0;0.0
51;21;20;20;1;0;5307;256;139;200.619303740808;202.1786495741413;1.0286458333333333;0.0;0.0;0.0;1.0286458333333333;1.0286458333333333
52;9;4;4;0;0;771;3053;52;201.513196251058;205.63867247091906;3.8170762198610486;3.8170762198610486;3.8170762198610486;0.0;0.0;0.0
53;9;4;4;0;0;2180;2735;69;206.31267745634;210.64368986501225;3.459012408672238;3.459012408672238;3.459012408672238;0.0;0.0;0.0
54;9;4;4;0;0;4027;7828;28;212.961712979043;224.15553351498696;9.522168003077832;9.522168003077832;9.522168003077832;0.0;0.0;0.0
55;21;20;20;1;0;20825;1957;1027;214.007397087964;223.86073042129732;7.770833333333334;0.0;0.0;0.0;7.770833333333334;7.770833333333334
56;9;4;4;0;3;289;101;1003;220.496792495338;222.25564808300382;1.6432555876658008;1.6432555876658008;1.6432555876658008;0.0;0.0;0.0
57;5;0;0;0;2;403;107;1;221.781433897132;222.0862617888695;0.17049455840418187;0.17049455840418187;0.17049455840418187;0.0;0.0;0.0
58;9;4;4;0;3;153;168;990;222.779181525806;224.6136107877142;1.7120292619082251;1.7120292619082251;1.7120292619082251;0.0;0.0;0.0
59;9;4;4;0;3;313;138;168;228.29849129137;228.86009494068327;0.4364036493132728;0.4364036493132728;0.4364036493132728;0.0;0.0;0.0
60;9;4;4;0;2;165;77;5;232.020147315484;232.20436914661545;0.1182218311314546;0.1182218311314546;0.1182218311314546;0.0;0.0;0.0
61;22;33;33;2;1;313;10846;237;235.541269326317;241.801269326317;0.0;0.0;0.0;0.0;0.0;0.0
62;9;4;4;0;0;1757;1309;689;244.050447170849;247.37899909001072;2.6257519191617478;2.6257519191617478;2.6257519191617478;0.0;0.0;0.0
63;21;20;20;1;0;9758;68;1094;251.441271144393;255.44311281105968;3.026041666666667;0.0;0.0;0.0;3.026041666666667;3.026041666666667
64;5;0;0;0;0;7670;1938;537;253.088064881348;259.5136636064189;3.868932058404182;3.868932058404182;3.868932058404182;0.0;0.0;0.0
65;9;4;4;0;0;6251;1347;1239;254.878486878619;261.05392689156866;3.6750400129496366;3.6750400129496366;3.6750400129496366;0.0;0.0;0.0
66;9;4;4;0;0;467;818;130;260.666711801604;262.0950853990874;1.2415735974834263;1.2415735974834263;1.2415735974834263;0.0;0.0;0.0
67;9;4;4;0;0;897;307;376;264.113428876286;265.4441438892356;0.9719150129496363;0.9719150129496363;0.9719150129496363;0.0;0.0;0.0
68;9;4;4;0;0;362;709;228;268.613268647205;270.0078371747584;1.2497685275533565;1.2497685275533565;1.2497685275533565;0.0;0.0;0.0
69;9;4;4;0;3;212;404;786;270.376519322166;272.21222210463003;1.6757956254554545;1.6757956254554545;1.6757956254554545;0.0;0.0;0.0
70;9;4;4;0;3;326;163;3085;270.656489940713;275.52344710463;4.651757163916993;4.651757163916993;4.651757163916993;0.0;0.0;0.0
71;9;4;4;0;3;134;94;1552;275.85489189664;278.2997595500675;2.3912676534274824;2.3912676534274824;2.3912676534274824;0.0;0.0;0.0
72;9;4;4;0;0;4670;3924;250;276.510516418792;283.52371763865307;5.145201219861049;5.145201219861049;5.145201219861049;0.0;0.0;0.0
73;21;20;20;1;0;4471;468;248;305.361827795571;307.6735111289043;1.8645833333333335;0.0;0.0;0.0;1.8645833333333335;1.8645833333333335
74;9;4;4;0;0;200;2046;259;308.696672950058;311.67744672236654;2.900773772308601;2.900773772308601;2.900773772308601;0.0;0.0;0.0
75;9;4;4;0;1;3548;5225;41;312.093130528686;319.92435867162396;6.412028142937972;6.412028142937972;6.412028142937972;0.0;0.0;0.0
76;9;4;4;0;3;960;375;1770;317.144773513674;320.61828857103677;3.0895150573627705;3.0895150573627705;3.0895150573627705;0.0;0.0;0.0
77;9;4;4;0;0;2664;2916;1057;319.172146603849;326.37711648919355;5.385324716453679;5.385324716453679;5.385324716453679;0.0;0.0;0.0
78;5;0;0;0;3;860;307;491;319.598876855415;321.1341630804859;1.248619558404182;1.248619558404182;1.248619558404182;0.0;0.0;0.0
79;9;4;4;0;1;3695;1201;40;319.946246194543;323.7669142164663;1.7645286493132728;1.7645286493132728;1.7645286493132728;0.0;0.0;0.0
80;9;4;4;0;0;237;977;951;321.562875758843;324.39059559604203;2.598872548532378;2.598872548532378;2.598872548532378;0.0;0.0;0.0
81;9;4;4;0;0;1461;709;322;321.995038432125;324.8042823982845;1.3832912548260836;1.3832912548260836;1.3832912548260836;0.0;0.0;0.0
82;21;20;20;1;0;8325;1389;24;322.052872705226;326.56506020522596;3.6796875;0.0;0.0;0.0;3.6796875;3.6796875
83;22;35;35;2;3;12;85;192;327.654370182588;327.89437018258803;0.0;0.0;0.0;0.0;0.0;0.0
84;5;0;0;0;3;491;16;173;327.990966403186;328.4516901282568;0.2970570584041819;0.2970570584041819;0.2970570584041819;0.0;0.0;0.0
85;9;4;4;0;0;1233;2064;1045;341.698342254464;346.23042791488456;4.0388856604204895;4.0388856604204895;4.0388856604204895;0.0;0.0;0.0
86;9;4;4;0;0;1899;2007;675;343.807294836642;348.226012166732;3.6591173300900435;3.6591173300900435;3.6591173300900435;0.0;0.0;0.0
87;9;4;4;0;0;2125;1161;98;345.69178173234;348.4345060524344;1.8927243200944244;1.8927243200944244;1.8927243200944244;0.0;0.0;0.0
88;21;20;20;1;0;11221;1047;121;345.800142216132;349.96390888279865;3.0416666666666665;0.0;0.0;0.0;3.0416666666666665;3.0416666666666665
89;9;4;4;0;0;16716;5835;1642;349.500511442078;366.8093946368458;10.622483194767819;10.622483194767819;10.622483194767819;0.0;0.0;0.0
90;9;4;4;0;1;241;1965;115;354.6836292579;357.3789018064324;2.5988725485323774;2.5988725485323774;2.5988725485323774;0.0;0.0;0.0
91;9;4;4;0;3;47;317;332;364.185461249643;365.1306032037698;0.926341954126783;0.926341954126783;0.926341954126783;0.0;0.0;0.0
92;21;16;16;1;2;1540;14;1;364.277321314216;364.45252964754934;0.046875;0.0;0.0;0.0;0.046875;0.046875
93;9;4;4;0;3;106;2;1017;366.902253392558;368.46540094109037;1.5207475485323776;1.5207475485323776;1.5207475485323776;0.0;0.0;0.0
94;9;4;4;0;0;6847;3885;350;369.643613240995;378.39978279939925;6.017369558404182;6.017369558404182;6.017369558404182;0.0;0.0;0.0
95;22;35;35;2;3;49;34;2135;373.169322956977;374.149322956977;0.0;0.0;0.0;0.0;0.0;0.0
96;5;0;0;0;3;713;46;126;375.583984360077;376.0921455851478;0.27049455840418185;0.27049455840418185;0.27049455840418185;0.0;0.0;0.0
97;5;0;0;0;3;186;53;3;378.042120577335;378.1933651357392;0.08924455840418187;0.08924455840418187;0.08924455840418187;0.0;0.0;0.0
98;9;4;4;0;3;469;347;228;378.292424697149;379.29469707085616;0.8146723737072026;0.8146723737072026;0.8146723737072026;0.0;0.0;0.0
99;9;4;4;0;1;3514;2345;49;383.424357210409;388.2322699506314;3.4023127402223636;3.4023127402223636;3.4023127402223636;0.0;0.0;0.0
100;21;16;16;1;0;9182;97;36;397.645246913838;398.8260385805047;0.41562499999999997;0.0;0.0;0.0;0.41562499999999997;0.41562499999999997
101;9;4;4;0;1;1116;6727;107;405.220542224039;413.9780088285154;8.311066604476434;8.311066604476434;8.311066604476434;0.0;0.0;0.0
102;9;4;4;0;0;3094;1893;6;406.875235696089;410.81202343631134;2.6991877402223636;2.6991877402223636;2.6991877402223636;0.0;0.0;0.0
103;5;0;0;0;0;2776;215;807;407.086861720346;409.6108146120836;1.598619558404182;1.598619558404182;1.598619558404182;0.0;0.0;0.0
104;9;4;4;0;0;1534;3466;86;407.50477607626;412.48014198143574;4.3617659051757345;4.3617659051757345;4.3617659051757345;0.0;0.0;0.0
105;21;20;20;1;1;4636;479;26;408.260095108803;410.0387992754696;1.3151041666666665;0.0;0.0;0.0;1.3151041666666665;1.3151041666666665
106;5;0;0;0;1;5996;1994;5;410.508957173932;415.6328058990029;3.125182058404182;3.125182058404182;3.125182058404182;0.0;0.0;0.0
107;9;4;4;0;0;4829;540;788;413.713264972327;417.53297316709484;1.8881081947678184;1.8881081947678184;1.8881081947678184;0.0;0.0;0.0
108;22;34;34;2;2;1;54;1;415.107092064388;415.12709206438797;0.0;0.0;0.0;0.0;0.0;0.0
109;5;0;0;0;1;2210;903;120;431.560300559698;433.8971492847689;1.6001820584041817;1.6001820584041817;1.6001820584041817;0.0;0.0;0.0
110;9;4;4;0;0;4739;786;1542;444.949751592877;450.15391433309935;3.3085627402223636;3.3085627402223636;3.3085627402223636;0.0;0.0;0.0
111;22;32;32;2;0;71;3042;233;446.278510349424;447.698510349424;0.0;0.0;0.0;0.0;0.0;0.0
112;9;4;4;0;0;2200;633;1164;451.095316645461;454.46328447371366;2.487967828252657;2.487967828252657;2.487967828252657;0.0;0.0;0.0
113;9;4;4;0;0;5082;3183;333;455.165224538147;461.57049848528084;4.372473947133776;4.372473947133776;4.372473947133776;0.0;0.0;0.0
114;9;4;4;0;0;427;836;29;460.37315456239;461.7607186727831;1.2167641103930735;1.2167641103930735;1.2167641103930735;0.0;0.0;0.0
